presion,alture,altitud_sobre_nivel_mar,hora,visible_image,thermal_image
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_296204'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_296204'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_444239'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_444239'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_589908'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_589908'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_761693'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_761693'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_908271'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_908271'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
